48,13,2,2019-09-01 15:44:26.081 +00:00,2019-09-01 15:44:26.081 +00:00
49,56,5,2019-09-01 15:44:26.082 +00:00,2019-09-01 15:44:26.082 +00:00
50,52,1,2019-09-01 15:44:26.082 +00:00,2019-09-01 15:44:26.082 +00:00
51,54,5,2019-09-01 15:44:26.082 +00:00,2019-09-01 15:44:26.082 +00:00
52,61,3,2019-09-01 15:44:26.083 +00:00,2019-09-01 15:44:26.083 +00:00
53,19,2,2019-09-01 15:44:26.083 +00:00,2019-09-01 15:44:26.083 +00:00
54,10,2,2019-09-01 15:44:26.083 +00:00,2019-09-01 15:44:26.083 +00:00
55,3,3,2019-09-01 15:44:26.083 +00:00,2019-09-01 15:44:26.083 +00:00
56,12,2,2019-09-01 15:44:26.083 +00:00,2019-09-01 15:44:26.083 +00:00
57,4,3,2019-09-01 15:44:26.084 +00:00,2019-09-01 15:44:26.084 +00:00
58,14,4,2019-09-01 15:44:26.084 +00:00,2019-09-01 15:44:26.084 +00:00
59,39,4,2019-09-01 15:44:26.085 +00:00,2019-09-01 15:44:26.085 +00:00
60,37,2,2019-09-01 15:44:26.085 +00:00,2019-09-01 15:44:26.085 +00:00
61,32,1,2019-09-01 15:44:26.085 +00:00,2019-09-01 15:44:26.085 +00:00
